,Unnamed: 0,prefix,input_text,target_text
7638,7638,webNLG,Knowledge | knowledge_skills | SQL && Knowledge | knowledge_skills | other coding languages,"Knowledge of SQL is preferred, and other coding languages is beneficial"
7639,7639,webNLG,Ability | knowledge_skills | analyse data && Ability | knowledge_skills | processes to identify issues && Ability | knowledge_skills | use cases where OWL and other tools can be leveraged to solve problems,"Ability to analyse data, processes to identify issues, use cases where OWL and other tools can be leveraged to solve problems"
7640,7640,webNLG,Ability | knowledge_skills | troubleshoot problems && Ability | knowledge_skills | independently find solutions,Ability to troubleshoot problems and independently find solutions
7641,7641,webNLG,Experience | Experience_skills | projects / delivery,Experience in projects/delivery is beneficial
7642,7642,webNLG,the | knowledge_skills | quickly adapt to new or ambiguous situations without significant assistance && ability | knowledge_skills | quickly adapt to new or ambiguous situations without significant assistance,Must have the ability to work independently and quickly adapt to new or ambiguous situations without significant assistance
7643,7643,webNLG,experience | Experience_skills | formulating business strategy && experience | Experience_skills | structuring problems && experience | Experience_skills | completing analysis && experience | Experience_skills | making recommendations,"Must have experience formulating business strategy, including structuring problems, completing analysis, and making recommendations"
7644,7644,webNLG,Proven experience | Experience_skills | working across departments and lines of business within large organizations,Proven experience in working across departments and lines of business within large organizations
7645,7645,webNLG,Strong proficiency | knowledge_skills | MS Word && Strong proficiency | knowledge_skills | Powerpoint && Strong proficiency | knowledge_skills | Excel,"Strong proficiency in MS Word, Powerpoint, and Excel"
7646,7646,webNLG,High | knowledge_skills | analytical capability,High analytical capability
7647,7647,webNLG,Experience | Experience_skills | using databases with a large - scale data set, Experience using databases with a large-scale data set
7648,7648,webNLG,Proficient | knowledge_skills | written and verbal communication && Proficient | knowledge_skills | another European language, Proficient written and verbal communication in another European language
7649,7649,webNLG,Understanding | knowledge_areas | Caldicott Principles && Understanding | knowledge_areas | Data Protection Act,Understanding of Caldicott Principles & Data Protection Act 2018
7650,7650,webNLG,Understanding | knowledge_skills | Data Protection Act 2018 ( GDPR ) && Understanding | knowledge_areas | Caldicott Principles, Understanding of Caldicott Principles and Data Protection Act 2018 (GDPR)
7651,7651,webNLG,Experience | Experience_skills | delivering value and benefit to an organisation through the delivery of Business Analysis services, Experience of delivering value and benefit to an organisation through the delivery of Business Analysis services
7652,7652,webNLG,Relevant degree | Experience_skills | previous industry && Relevant degree | Experience_skills | risk experience,Relevant degree with previous industry or risk experience being desirable
7653,7653,webNLG,Ability | knowledge_skills | communicate at all levels && able | knowledge_skills | build and develop relationships with different stakeholders with the business,Ability to communicate at all levels and able to build and develop relationships with different stakeholders with the business
7654,7654,webNLG,An ability | knowledge_skills | produce and maintain accurate records and spreadsheets,An ability to produce and maintain accurate records and spreadsheets
7655,7655,webNLG,Ability | knowledge_skills | work as part of a team,Ability to work as part of a team
7656,7656,webNLG,Proficient | knowledge_skills | Excel,Proficient in Excel
7657,7657,webNLG,Ability | knowledge_skills | ensure data accuracy,"Ability to ensure data accuracy, with excellent attention to detail"
7658,7658,webNLG,"Experience | Experience_skills | working with systems such as Power Bi , SQL , Alteryx and similar","Experience working with systems such as Power Bi, SQL, Alteryx and similar"
7659,7659,webNLG,Ability | knowledge_skills | remain calm && Ability | knowledge_skills | work quickly under pressure, Ability to remain calm and work quickly under pressure
7660,7660,webNLG,The ability | knowledge_skills | prioritise a range of incidents && The ability | knowledge_skills | handle a busy workload across four screens, The ability to prioritise a range of incidents and handle a busy workload across four screens
7661,7661,webNLG,Ability | knowledge_skills | problem - solve && Ability | knowledge_skills | use judgement, Ability to problem-solve and use judgement and initiative
7662,7662,webNLG,Experience | Experience_skills | using online mapping and Microsoft Office software, Experience using online mapping and Microsoft Office software
7663,7663,webNLG,Detailed knowledge | knowledge_skills | Tweetdeck ( desirable ), Detailed knowledge of Tweetdeck (desirable)
7664,7664,webNLG,Understanding | knowledge_skills | UK road networks ( desirable ), Understanding of UK road networks (desirable)
7665,7665,webNLG,passionate | knowledge_skills | your development && passionate | knowledge_skills | supporting you in your && committed | knowledge_skills | your development && committed | knowledge_skills | supporting you in your,"We are passionate about your development, and we are committed to supporting you in your understanding and working practice within Procurement"
7666,7666,webNLG,an understanding | knowledge_skills | procurement activities,Develop an understanding of procurement activities
7667,7667,webNLG,Experience | Experience_skills | any P2P system,"Experience with any P2P system preferable (Coupa, Oracle another)"
7668,7668,webNLG,"Experience | Experience_skills | working within a retail environment , ideally carrying out live product demonstrations"," Experience of working within a retail environment, ideally carrying out live product demonstrations"
7669,7669,webNLG,Experience | Experience_skills | an insurance pricing role && Experience | Experience_skills | creating and using predictive models,Experience in an insurance pricing role creating and using predictive models
7670,7670,webNLG,Knowledge | knowledge_skills | price optimisation && Knowledge | knowledge_skills | the regulatory environment, Knowledge of price optimisation and the regulatory environment
7671,7671,webNLG,Extensive understanding | knowledge_skills | modelling techniques && Extensive understanding | knowledge_skills | GLMs && desire | knowledge_skills | push the boundaries of the applications of machine learning to insurance pricing,"Extensive understanding of modelling techniques, including GLMs and GBMs, plus a desire to push the boundaries of the applications of machine learning to insurance pricing"
7672,7672,webNLG,Proven ability | knowledge_skills | a data science programming language && Proven ability | knowledge_skills | Python,"Proven ability in a data science programming language, preferably Python"
7673,7673,webNLG,Thorough knowledge | knowledge_skills | Willis Towers Watson ’ s software Radar && Thorough knowledge | knowledge_skills | preferably && Thorough knowledge | knowledge_skills | also && Thorough knowledge | knowledge_skills | Emblem, Thorough knowledge of Willis Towers Watson’s software Radar and preferably also Emblem
7674,7674,webNLG,Proficiency | knowledge_skills | Excel && Proficiency | knowledge_skills | MS Office applications, Proficiency in Excel and MS Office applications
7675,7675,webNLG,Ability | knowledge_skills | build and maintain relationships throughout both the Pricing Department and the wider business,Ability to build and maintain relationships throughout both the Pricing Department and the wider business
7676,7676,webNLG,Experience | Experience_skills | planning and managing projects from inception to completion within business timelines,Experience of planning and managing projects from inception to completion within business timelines
7677,7677,webNLG,Capability | knowledge_skills | review and sign - off modelling projects produced by junior team members,Capability to review and sign-off modelling projects produced by junior team members
7678,7678,webNLG,A passion | knowledge_skills | sharing technical knowledge in an informative and engaging way to upskill the Pricing team and build LV = ‘ s reputation as industry leaders in applications of machine learning,A passion for sharing technical knowledge in an informative and engaging way to upskill the Pricing team and build LV=‘s reputation as industry leaders in applications of machine learning
7679,7679,webNLG,Comprehensive experience | Experience_skills | price optimisation in,Comprehensive experience of price optimisation in Motor and/or Home insurance
7680,7680,webNLG,The ability | knowledge_skills | slot into the Pricing team as a subject matter expert in your area of expertise, The ability to slot into the Pricing team as a subject matter expert in your area of expertise
7681,7681,webNLG,Experience | Experience_skills | development tools to enable teamwork and model deployment,"Experience of development tools to enable teamwork and model deployment, e"
7682,7682,webNLG,Knowledge | knowledge_skills | Agile project management processes,Knowledge of Agile project management processes
7683,7683,webNLG,"Experience | Experience_skills | using Microsoft Office , Word and Excel applications","Experience of using Microsoft Office, Word and Excel applications"
7684,7684,webNLG,Experience | Experience_skills | working on occupational DB pension schemes,Experience of working on occupational DB pension schemes
7685,7685,webNLG,Experience | Experience_skills | working in an office environment / customer facing role,Experience working in an office environment / customer facing role
7686,7686,webNLG,Experience | Experience_skills | working in a SQL Development or BI role, Experience working in a SQL Development or BI role
7687,7687,webNLG,ETL experience | Experience_skills | using SQL Server Integration Services ( SSIS ), ETL experience using SQL Server Integration Services (SSIS)
7688,7688,webNLG,Knowledge | knowledge_areas | Data Warehouse concepts, Knowledge of Data Warehouse concepts
7689,7689,webNLG,Degree | degree_in | Finance && Degree | degree_in | Engineering && Degree | degree_in | Computer Science && Degree | degree_in | quantitative field," Degree in Finance, Engineering, Computer Science, or quantitative field"
7690,7690,webNLG,Ability | knowledge_skills | interpret and run pre - defined processes / scripts, Ability to interpret and run pre-defined processes/scripts
7691,7691,webNLG,Ability | knowledge_skills | work with large and diverse data sets, Ability to work with large and diverse data sets
7692,7692,webNLG,Knowledge | knowledge_areas | Generally Accepted Accounting Principles ( GAAP ), Knowledge of Generally Accepted Accounting Principles (GAAP)
7693,7693,webNLG,Ident | knowledge_skills | communicating this information to the wider team,Identifying and understanding pricing trends and communicating this information to the wider team
7694,7694,webNLG,"Demonstrable experience | Experience_skills | working with large , complex data sets","Demonstrable experience of working with large, complex data sets"
7695,7695,webNLG,Proficient user | knowledge_skills | R,Proficient user of R to analyse data and build models
7696,7696,webNLG,Working knowledge | knowledge_skills | programming && Working knowledge | knowledge_skills | statistical tools && Working knowledge | knowledge_skills | Excel && Working knowledge | knowledge_skills | R / SAS,"Working knowledge of programming and statistical tools, including Excel, R/SAS"
7697,7697,webNLG,Ability | knowledge_skills | build and maintain business relationships,Ability to build and maintain business relationships
7698,7698,webNLG,Experience | Experience_skills | pricing software,Experience of pricing software
7699,7699,webNLG,familiar | knowledge_skills | its implications," Will be familiar with the Health and Safety at Works Act, and be aware of its implications and ensure that local unit and departmental policies are followed"
7700,7700,webNLG,Will be | knowledge_skills | the ward ’ s fire && Will be | knowledge_skills | manual handling && Will be | knowledge_skills | C," Will be familiar with the ward’s fire, manual handling and C"
7701,7701,webNLG,the ability | knowledge_skills | analyse data in order to identify improvements and successfully implement change && Experience | Experience_skills | monitoring performance," Experience of monitoring performance, with the ability to analyse data in order to identify improvements and successfully implement change"
7702,7702,webNLG,Ability | knowledge_skills | buy or sell up to five days annual leave per year,Ability to buy or sell up to five days annual leave per year
7703,7703,webNLG,"Experience | Experience_skills | coding in R and / or Python ( demonstrable in previous work experience projects , academic work etc"," Experience with coding in R and/or Python (demonstrable in previous work experience projects, academic work etc"
7704,7704,webNLG,keen | knowledge_skills | learning more about finance," Prior experience with finance not necessary, but must have a keen and demonstrable interest in learning more about finance"
7705,7705,webNLG,ability | knowledge_skills | know when to escalate issues,Have the ability to work to deadlines and know when to escalate issues
7706,7706,webNLG,excellent understanding | knowledge_skills | interactional sales processes,Have an excellent understanding of interactional sales processes
7707,7707,webNLG,excellent understanding | knowledge_skills | interactional sales processes,Have an excellent understanding of interactional sales processes
7708,7708,webNLG,Degree level | degree_in | equivalent, Degree level or equivalent
7709,7709,webNLG,Experience | Experience_areas | financial services && Experience | Experience_areas | life," Experience within financial services, preferably life and pensions"
7710,7710,webNLG,your experience | Experience_skills | regulatory reporting && your experience | Experience_skills | legal entity control,Showcase your experience within regulatory reporting and legal entity control and join our Regional Finance function in London at the Manager/Senior Manager level
7711,7711,webNLG,Experience | Experience_skills | working in high pressured changing environment is critical, Experience in working in high pressured changing environment is critical to this role
7712,7712,webNLG,Experience | Experience_skills | executive level advisory consulting && guidance | Experience_skills | approach for the problem at hand," Experience of executive level advisory consulting is beneficial, but we are also looking for your experience and guidance to drive the right solution and approach for the problem at hand"
7713,7713,webNLG,Experience | Experience_skills | leading a team, Experience in leading a team
7714,7714,webNLG,Domain knowledge | knowledge_areas | banking && Domain knowledge | knowledge_areas | finance industry, Domain knowledge across banking and finance industry
7715,7715,webNLG,Experience | Experience_skills | Data Visualisation && Experience | Experience_skills | IoT && Experience | Experience_skills | Cloud adoption," Experience of Data Visualisation, IoT, Cloud adoption"
7716,7716,webNLG,Good working knowledge | knowledge_skills | Microsoft Office && Good working knowledge | knowledge_skills | intermediate Excel,"Good working knowledge of Microsoft Office, including intermediate Excel"
7717,7717,webNLG,Foundational understanding | knowledge_skills | Google Analytics && Foundational understanding | knowledge_skills | Google Ads,Foundational understanding of Google Analytics/Google Ads
7718,7718,webNLG,Ability | knowledge_skills | prioritise and && Ability | knowledge_skills | manage workload effectively,Ability to prioritise and manage workload effectively
7719,7719,webNLG,Strong experience | Experience_skills | Tableau, Strong experience with Tableau
7720,7720,webNLG,Experience | Experience_areas | data quality practices, Experience data quality practices
7721,7721,webNLG,"Experience | Experience_skills | author && Experience | Experience_skills | ##ing , maintaining and executing data quality rules and reporting performance"," Experience authoring, maintaining and executing data quality rules and reporting performance"
7722,7722,webNLG,Experience | Experience_skills | documenting data lineage && Experience | Experience_skills | producing diagrams and documents, Experience documenting data lineage and producing diagrams and documents
7723,7723,webNLG,Knowledge | knowledge_skills | data quality tooling && Knowledge | knowledge_skills | workflow && Knowledge | knowledge_skills | business intelligence tooling," Knowledge of data quality tooling, workflow and business intelligence tooling e"
7724,7724,webNLG,the | knowledge_skills | interpret and align multiple stakeholders ’ requirements && ability | knowledge_skills | interpret and align multiple stakeholders ’ requirements && Experience | Experience_skills | designing full and complete solutions && Experience | Experience_skills | producing specifications detailing Business analysis," Experience in designing full and complete solutions, producing specifications detailing Business analysis and requirements gathering skills, including the ability to interpret and align multiple stakeholders’ requirements"
7725,7725,webNLG,"focused | knowledge_skills | ensuring that our hospitals provide high quality , safe , and compassionate care && focused | knowledge_skills | drive forward with && focused | knowledge_skills | the building of the new Hillingdon Hospital"," We are focused on ensuring that our hospitals provide high quality, safe, and compassionate care, while we drive forward with the building of the new Hillingdon Hospital"
7726,7726,webNLG,Ability | knowledge_skills | tailor and explain analytical solutions to the audience, Ability to tailor and explain analytical solutions to the audience
7727,7727,webNLG,Ability | knowledge_skills | create impactful slide decks and dashboards, Ability to create impactful slide decks and dashboards
7728,7728,webNLG,"Ability | knowledge_skills | work effectively within an agile , activity based environment"," Ability to work effectively within an agile, activity based environment"
7729,7729,webNLG,Experience | Experience_areas | the financial services, Experience of the financial services or insurance sector an advantage
7730,7730,webNLG,"Experience | Experience_skills | architecting and structuring data repositories , extracts and reporting data sets"," Experience of architecting and structuring data repositories, extracts and reporting data sets"
7731,7731,webNLG,Ability | knowledge_skills | demonstrate problem solving skills, Ability to demonstrate problem solving skills
7732,7732,webNLG,Previous experience | Experience_skills | Insurance either && Previous experience | Experience_skills | a Consultancy / SI && Previous experience | Experience_skills | an Insurance company && Previous experience | Experience_areas | an Insurance company, Previous experience in Insurance either with a Consultancy / SI or with an Insurance company
7733,7733,webNLG,Knowledge | knowledge_areas | Agile methodologies && Knowledge | knowledge_areas | Scrum && Knowledge | knowledge_areas | Scaled Agile Framework ( SAFe ), Knowledge of Agile methodologies such as Scrum and Scaled Agile Framework (SAFe)
7734,7734,webNLG,Deep understanding | knowledge_skills | the Insurance Industry && Deep understanding | knowledge_skills | business processes && Deep understanding | knowledge_skills | key trends && Deep understanding | knowledge_areas | the Insurance Industry && Deep understanding | knowledge_areas | technology landscape && Deep understanding | knowledge_areas | business processes && Deep understanding | knowledge_areas | key," Deep understanding of the Insurance Industry aspects technology landscape, business processes, key trends"
7735,7735,webNLG,"Experience | Experience_skills | working in globally distributed team across onshore , near shore and offshore locations"," Experience of working in globally distributed team across onshore, near shore and offshore locations"
7736,7736,webNLG,"Detailed understanding | knowledge_skills | design aspects of Data & Analytics solutions ( Business , Functional , Technical ) && Detailed understanding | knowledge_skills | Cloud Data && Detailed understanding | knowledge_areas | Solution architecture && Detailed understanding | knowledge_areas | design aspects && Detailed understanding | knowledge_areas | Cloud Data Platforms"," Detailed understanding of Solution architecture and design aspects of Data & Analytics solutions (Business, Functional, Technical) including Cloud Data Platforms"
7737,7737,webNLG,Understanding | knowledge_skills | implications on the Insurance industry && Understanding | knowledge_skills | digital drivers && Understanding | knowledge_skills | cloud architecture && Understanding | knowledge_skills | vendor landscape && Understanding | knowledge_areas | technology trends && Understanding | knowledge_areas | digital drivers && Understanding | knowledge_areas | cloud architecture && Understanding | knowledge_areas | vendor landscape," Understanding of technology trends and implications on the Insurance industry, including digital drivers, cloud architecture and vendor landscape"
7738,7738,webNLG,Knowledge | knowledge_skills | the common functions in a typical Data organisation, Knowledge of the common functions in a typical Data organisation
7739,7739,webNLG,Experience | Experience_areas | common Insurance Core Platforms, Experience on common Insurance Core Platforms e
7740,7740,webNLG,Previous consulting experience | Experience_skills | the Insurance sector, Previous consulting experience in the Insurance sector
7741,7741,webNLG,strong knowledge | knowledge_skills | Microsoft Excel / Power Point && strong knowledge | knowledge_skills | strong data visualisation skills && strong knowledge | knowledge_skills | Python,"strong knowledge of Microsoft Excel / Power Point, along with strong data visualisation skills; knowledge of Python desirable"
7742,7742,webNLG,knowledge | knowledge_skills | ESG & sustainability factors,knowledge of of ESG & sustainability factors desirable
7743,7743,webNLG,Ability | knowledge_skills | work independently, Ability to work independently
7744,7744,webNLG,Domain knowledge | knowledge_skills | accounting && Domain knowledge | knowledge_skills | fraud && Domain knowledge | knowledge_skills | bribery && Domain knowledge | knowledge_skills | corruption," Domain knowledge of accounting, fraud, bribery and corruption or sector specific knowledge or experience"
7745,7745,webNLG,A background | Experience_skills | general insurance," A background in general insurance is preferred, but not essential"
7746,7746,webNLG,Ability | knowledge_skills | work well as part of a team in a fast - paced environment, Ability to work well as part of a team in a fast-paced environment
7747,7747,webNLG,Work | Experience_areas | financial and / or non - financial risk management frameworks," Work experience or strong knowledge of a number of risk areas, including financial and/or non-financial risk management frameworks and risk operating models (Credit Risk, Market Risk, Capital and Liquidity)"
7748,7748,webNLG,knowledge | knowledge_skills | digitisation && Experience | Experience_skills | digitisation," Experience or knowledge of digitisation or innovation strategies for risk management, such as the adoption of advanced analytics and modelling capabilities, or the shift to cloud native 3rd party solutions"
7749,7749,webNLG,Knowledge | knowledge_skills | the risk technology vendor landscape ( including cloud ), Knowledge of the risk technology vendor landscape (including cloud)
7750,7750,webNLG,Knowledge | knowledge_skills | Risk Reporting && Knowledge | knowledge_skills | MI projects && Knowledge | knowledge_skills | key regulatory reporting requirements && knowledge | knowledge_skills | Risk Reporting && knowledge | knowledge_skills | key regulatory reporting requirements," Knowledge of Risk Reporting and MI projects, including knowledge of key regulatory reporting requirements (e"
7751,7751,webNLG,Knowledge | knowledge_skills | regulatory change programmes, Knowledge of regulatory change programmes (e
7752,7752,webNLG,The ability | knowledge_skills | manipulate and analyse data," The ability to manipulate and analyse data, have good knowledge of databases, IT skills and be familiar with Microsoft Products"
7753,7753,webNLG,The ability | knowledge_skills | effectively train customers ensuring training is understood and implemented, The ability to effectively train customers ensuring training is understood and implemented
7754,7754,webNLG,To maintain our understanding | knowledge_skills | constantly changing technology to support the Counter Terrorism Command ’ s investigative approach,To maintain our understanding of constantly changing technology to support the Counter Terrorism Command’s investigative approach
7755,7755,webNLG,The ability | knowledge_skills | build strong working relationships with investigative teams in high pressured environments, The ability to build strong working relationships with investigative teams in high pressured environments
7756,7756,webNLG,Knowledge | knowledge_skills | the threat the UK faces from && Knowledge | knowledge_skills | terrorism && Knowledge | knowledge_skills | extremist related activity, Knowledge of the threat the UK faces from terrorism and extremist related activity
7757,7757,webNLG,"Ability | knowledge_skills | collate , evaluate and process data for analysis && Ability | knowledge_skills | apply critical thinking methodologies and structured analytical techniques && Ability | knowledge_skills | deliver concise assessments which identify intelligence gaps and generate recommendations"," Ability to collate, evaluate and process data for analysis, apply critical thinking methodologies and structured analytical techniques, and deliver concise assessments which identify intelligence gaps and generate recommendations"
7758,7758,webNLG,Ability | knowledge_skills | work to a high level of integrity," Ability to work to a high level of integrity, routinely handling Secret information"
7759,7759,webNLG,"Ability | knowledge_skills | work effectively within a strategic environment , under competing priorities"," Ability to work effectively within a strategic environment, under competing priorities"
7760,7760,webNLG,The ability | knowledge_skills | negotiate with and persuade senior personnel internally and with partner agencies, The ability to negotiate with and persuade senior personnel internally and with partner agencies
7761,7761,webNLG,Ability | knowledge_skills | evidence self - motivation && Ability | knowledge_skills | working within a team and on own initiative," Ability to evidence self-motivation, working within a team and on own initiative"
7762,7762,webNLG,Knowledge | knowledge_skills | the threat the UK faces from && Knowledge | knowledge_skills | terrorism && Knowledge | knowledge_skills | extremist related activity, Knowledge of the threat the UK faces from terrorism and extremist related activity
7763,7763,webNLG,"Ability | knowledge_skills | collate , evaluate and process data for analysis && Ability | knowledge_skills | apply critical thinking methodologies and structured analytical techniques && Ability | knowledge_skills | deliver concise assessments which identify intelligence gaps and generate recommendations"," Ability to collate, evaluate and process data for analysis, apply critical thinking methodologies and structured analytical techniques, and deliver concise assessments which identify intelligence gaps and generate recommendations"
7764,7764,webNLG,Ability | knowledge_skills | work to a high level of integrity," Ability to work to a high level of integrity, routinely handling Secret information"
7765,7765,webNLG,"Ability | knowledge_skills | work effectively within a strategic environment , under competing priorities"," Ability to work effectively within a strategic environment, under competing priorities"
7766,7766,webNLG,The ability | knowledge_skills | negotiate with and persuade senior personnel internally and with partner agencies, The ability to negotiate with and persuade senior personnel internally and with partner agencies
7767,7767,webNLG,Ability | knowledge_skills | evidence self - motivation && Ability | knowledge_skills | working within a team and on own initiative," Ability to evidence self-motivation, working within a team and on own initiative"
7768,7768,webNLG,Experience | Experience_skills | working closely with partners both internally and from external organisations and agencies, Experience of working closely with partners both internally and from external organisations and agencies
7769,7769,webNLG,Knowledge | knowledge_skills | counter terrorism issues nationally and internationally, Knowledge of counter terrorism issues nationally and internationally e
7770,7770,webNLG,degree | degree_in | terrorism related subject, degree in terrorism related subject
7771,7771,webNLG,Knowledge | knowledge_skills | relevant legislation && Knowledge | knowledge_skills | MOPI && Knowledge | knowledge_skills | CPIA && Knowledge | knowledge_skills | Data Protection Act," Knowledge of relevant legislation / COPs, including MOPI, CPIA, & Data Protection Act"
7772,7772,webNLG,Previous experience | Experience_skills | a Procurement / project management analyst role,Previous experience in a Procurement/project management analyst role
7773,7773,webNLG,"The ability | knowledge_skills | do comprehensive reporting , alongside analysis of data is a key requirement"," The ability to do comprehensive reporting, alongside analysis of data is a key requirement for this role"
7774,7774,webNLG,Experience | Experience_skills | administering network technologies ( 1 year + ),Experience of administering network technologies (1 year +)
7775,7775,webNLG,Good knowledge | knowledge_areas | the ITIL framework,Good knowledge of the ITIL framework
7776,7776,webNLG,Experience | knowledge_areas | IT security fundamentals && understanding | knowledge_areas | IT security fundamentals,Experience / understanding of IT security fundamentals
7777,7777,webNLG,Good understanding | knowledge_skills | technical problem management && being | knowledge_skills | apply logical component failure analysis to ensure efficient and timely resolution of issues && able | knowledge_skills | apply logical component failure analysis to ensure efficient and timely resolution of issues,Good understanding of technical problem management being able to apply logical component failure analysis to ensure efficient and timely resolution of issues
7778,7778,webNLG,Experience | Experience_skills | middle office function && Experience | Experience_skills | equivalent control function ( desirable ),Experience in middle office function or equivalent control function (desirable)
7779,7779,webNLG,Good understanding | knowledge_skills | Financial Services && Good understanding | knowledge_skills | Investment products & processes ( desirable ),Good understanding of Financial Services / Mortgages / Investment products & processes (desirable)
7780,7780,webNLG,Good understanding | knowledge_skills | Asset && Good understanding | knowledge_skills | Liability management ( desirable ),Good understanding of Asset and Liability management (desirable)
7781,7781,webNLG,Experience | Experience_skills | process improvement / development ( desirable ),Experience of process improvement / development (desirable)
7782,7782,webNLG,Knowledge | knowledge_skills | Alteryx && Knowledge | knowledge_skills | PowerBI && Knowledge | knowledge_skills | SQL ( desirable ),"Knowledge of Alteryx, PowerBI, SQL (desirable)"
7783,7783,webNLG,Strong understanding | knowledge_skills | risk && Strong understanding | knowledge_skills | control && strong sense | knowledge_skills | owning issues through to resolution,Strong understanding of risk and control with a strong sense of accountability and responsibility for owning issues through to resolution
7784,7784,webNLG,"able | knowledge_skills | manipulate information in Excel ( use of Power BI , Tableau / other data analytics tools desirable ) && Experience | Experience_skills | analysing large volumes of data","Experience of analysing large volumes of data and able to manipulate information in Excel (use of Power BI, Tableau/ other data analytics tools desirable) and understand good practice to identify issues in source data and encourage accuracy of own work"
7785,7785,webNLG,Ability | knowledge_skills | quickly build contextual competence in unfamiliar topics, Ability to quickly build contextual competence in unfamiliar topics (e
7786,7786,webNLG,Knowledge | knowledge_skills | relevant research tools && Knowledge | knowledge_skills | databases,Knowledge of relevant research tools and databases
7787,7787,webNLG,Proficiency | knowledge_skills | Danish && Proficiency | knowledge_skills | French && Proficiency | knowledge_skills | German && Proficiency | knowledge_skills | Greek && Proficiency | knowledge_skills | Hebrew && Proficiency | knowledge_skills | Italian && Proficiency | knowledge_skills | Polish && Proficiency | knowledge_skills | Russian && Proficiency | knowledge_skills | Swedish && Proficiency | knowledge_skills | Turkish,"Proficiency in Danish, French, German, Greek, Hebrew, Italian, Polish, Russian, Swedish, Turkish or Ukrainian is recommended"
7788,7788,webNLG,Experience | Experience_skills | project management && Experience | Experience_skills | liaising with internal and external resources && Experience | Experience_skills | reporting to senior management and clients,"Experience in project management, liaising with internal and external resources and reporting to senior management and clients"
7789,7789,webNLG,Ability | knowledge_skills | reliably meet deadlines && Ability | knowledge_skills | manage multiple time sensitive matters simultaneously,Ability to reliably meet deadlines and manage multiple time sensitive matters simultaneously
7790,7790,webNLG,A sound understanding | knowledge_skills | legal && A sound understanding | knowledge_skills | financial && A sound understanding | knowledge_skills | AML && A sound understanding | knowledge_skills | KYC && A sound understanding | knowledge_skills | anti && an interest | knowledge_skills | financial && an interest | knowledge_skills | KYC && an interest | knowledge_skills | anti && an interest | knowledge_skills | international affairs && A sound understanding | knowledge_areas | legal && A sound understanding | knowledge_areas | financial && A sound understanding | knowledge_areas | AML && A sound understanding | knowledge_areas | KYC && A sound understanding | knowledge_areas | anti - bribery principles,"A sound understanding of legal, financial, AML, KYC and anti-bribery principles, as well as an interest in international affairs"
7791,7791,webNLG,Experience | Experience_skills | living && Experience | Experience_skills | working abroad,Experience living or working abroad is desirable
7792,7792,webNLG,Experience | Experience_skills | i2,Experience of i2 is desirable
7793,7793,webNLG,Knowledge | knowledge_skills | financial assets && Knowledge | knowledge_skills | instruments," Knowledge of financial assets, instruments (e"
7794,7794,webNLG,Previous experience | Experience_skills | an analytical role && Previous experience | Experience_skills | Investment Accounting experience && Previous experience | Experience_areas | Investment, Previous experience within an analytical role or Investment Accounting experience or a member of the Charter Institute of Securities and Investment
7795,7795,webNLG,Advanced working knowledge | knowledge_skills | Microsoft Office && Advanced working knowledge | knowledge_skills | Microsoft Excel," Advanced working knowledge of Microsoft Office, especially Microsoft Excel"
7796,7796,webNLG,your understanding | knowledge_skills | the standard / custom objects and fields available on Salesforce to bridge the gap between Salesforce and EBS and && your understanding | knowledge_skills | better, Develop your understanding on the standard/custom objects and fields available on Salesforce to bridge the gap between Salesforce and EBS and better assist stakeholders with their challenges
7797,7797,webNLG,Significant experience | Experience_skills | Microsoft SQL Server && Significant experience | Experience_skills | SSIS && Significant experience | Experience_skills | SSRS," Significant experience of Microsoft SQL Server, SSIS and SSRS"
7798,7798,webNLG,Significant experience | Experience_skills | TSQL, Significant experience on TSQL
7799,7799,webNLG,Significant experience | Experience_skills | Salesforce, Significant experience on Salesforce
7800,7800,webNLG,Significant experience | Experience_skills | Microsoft office packages && Significant experience | Experience_skills | word && Significant experience | Experience_skills | excel, Significant experience on Microsoft office packages like word and excel
7801,7801,webNLG,Meaningful experience | Experience_skills | Power BI, Meaningful experience on Power BI
7802,7802,webNLG,Strong capability | knowledge_skills | working with end users && Strong capability | knowledge_skills | translating their business requirements into very tangible data analysis and reporting solutions, Strong capability in working with end users and translating their business requirements into very tangible data analysis and reporting solutions
7803,7803,webNLG,experience | Experience_skills | nurture valuable relationships both within EY and with clients && experience | Experience_skills | working with senior mentors and talented colleagues," Effectively leverage your knowledge and experience to support the delivery of key Data and Analytics projects, nurture valuable relationships both within EY and with clients, and develop strong capabilities through both formal training and working with senior mentors and talented colleagues"
7804,7804,webNLG,Demonstrable experience | Experience_skills | complex data programmes, Demonstrable experience of complex data programmes
7805,7805,webNLG,Expert level knowledge | knowledge_skills | the data requirements && Expert level knowledge | knowledge_skills | design issues associated with the delivery of data projects, Expert level knowledge of the data requirements and design issues associated with the delivery of data projects
7806,7806,webNLG,Ability | knowledge_skills | successfully deliver multiple engagements && Ability | knowledge_skills | exceed client expectations && Ability | knowledge_skills | manage commercial aspects," Ability to successfully deliver multiple engagements, exceed client expectations, manage commercial aspects (e"
7807,7807,webNLG,Ability | knowledge_skills | engage with senior stakeholders && Ability | knowledge_skills | manage large cross functional projects, Ability to engage with senior stakeholders and manage large cross functional projects
