,Unnamed: 0,prefix,input_text,target_text
7338,7338,webNLG,Ability | knowledge_skills | demonstrate the right approach to investigating alerts and / or indicators,Ability to demonstrate the right approach to investigating alerts and/or indicators and document your findings in a manner that both peer and executive level colleagues can understand
7339,7339,webNLG,The ability | knowledge_skills | deliver outstanding service && The ability | knowledge_skills | create positive relationships with customers,The ability to create positive relationships with customers and deliver outstanding service
7340,7340,webNLG,The ability | knowledge_skills | talk with confidence about our club - fit process,The ability to talk with confidence about our club-fit process
7341,7341,webNLG,Ability | knowledge_skills | work as part of cross - functional team && Ability | knowledge_skills | to,Ability to work as part of cross-functional team
7342,7342,webNLG,Proficiency | knowledge_skills | Microsoft Office,Proficiency in Microsoft Office
7343,7343,webNLG,Experience | Experience_skills | working within an accounting role,Experience of working within an accounting role
7344,7344,webNLG,Good knowledge | knowledge_skills | accounting systems,Good knowledge of accounting systems
7345,7345,webNLG,Ability | knowledge_skills | learn and apply knowledge,Ability to learn and apply knowledge
7346,7346,webNLG,Ability | knowledge_skills | self - review && Ability | knowledge_skills | accurately carry out processes,Ability to accurately carry out processes and self-review
7347,7347,webNLG,Previous experience | Experience_skills | working within an Investment team or financial service company,Previous experience of working within an Investment team or financial service company
7348,7348,webNLG,Experience | Experience_skills | Cost Accounting && Experience | Experience_skills | Risk & Controls && Experience | Experience_skills | Financial Reporting,"Experience of Cost Accounting, Financial Reporting, Risk & Controls"
7349,7349,webNLG,experience | Experience_skills | working with people with long term conditions in or outside of work, Previous NHS experience is not essential; however experience in personal training or working with people with long term conditions in or outside of work is desirable
7350,7350,webNLG,Experience | Experience_skills | Skills, Experience & Skills
7351,7351,webNLG,Experience | Experience_skills | Agile Project Development,Experience with Agile Project Development
7352,7352,webNLG,Working knowledge | knowledge_skills | APIs,Working knowledge of APIs
7353,7353,webNLG,Experience | Experience_skills | AWS cloud technologies && Experience | Experience_skills | Azure,Experience with Azure or AWS cloud technologies
7354,7354,webNLG,Experience | Experience_skills | Knowledge, Experience and Knowledge
7355,7355,webNLG,A degree | degree_in | a field involving && A degree | degree_in | Maths && A degree | degree_in | quantitative analysis && A degree | degree_in | Stats,"A degree in a field involving quantitative analysis, Maths, Stats, Economics etc"
7356,7356,webNLG,1 - 3 years commercial experience | Experience_skills | a data analyst,1-3 years commercial experience as a data analyst essential
7357,7357,webNLG,A proven background | Experience_skills | producing and communicating high quality analysis in written and presentation form,A proven background in producing and communicating high quality analysis in written and presentation form
7358,7358,webNLG,"Technical | Experience_skills | using Python essential ( online , academic or commercial experience considered )","Technical expertise using Python essential (online, academic or commercial experience considered)"
7359,7359,webNLG,Experience | Experience_skills | handling and manipulating large datasets essential,Experience in handling and manipulating large datasets essential
7360,7360,webNLG,Knowledge | knowledge_skills | OWL DQ ( Collibra DQ ) && Knowledge | knowledge_skills | tools,Knowledge and exposure to tools such as OWL DQ (Collibra DQ) is essential
7361,7361,webNLG,Knowledge | knowledge_skills | Alteryx && Knowledge | knowledge_skills | UI Path && Knowledge | knowledge_skills | Tableau && Knowledge | knowledge_skills | other AI / ML tools,"Knowledge of Alteryx, Tableau, UI Path and other AI/ML tools is beneficial"
7362,7362,webNLG,Knowledge | knowledge_skills | SQL && Knowledge | knowledge_skills | other coding languages,"Knowledge of SQL is preferred, and other coding languages is beneficial"
7363,7363,webNLG,Ability | knowledge_skills | use cases where OWL and other tools can be leveraged to solve problems && Ability | knowledge_skills | processes && Ability | knowledge_skills | identify issues && Ability | knowledge_skills | analyse data,"Ability to analyse data, processes to identify issues, use cases where OWL and other tools can be leveraged to solve problems"
7364,7364,webNLG,Ability | knowledge_skills | independently find solutions && Ability | knowledge_skills | troubleshoot problems,Ability to troubleshoot problems and independently find solutions
7365,7365,webNLG,Experience | Experience_skills | projects / delivery is beneficial,Experience in projects/delivery is beneficial
7366,7366,webNLG,"experience | Experience_skills | completing analysis , and && experience | Experience_skills | formulating business strategy && experience | Experience_skills | structuring problems && experience | Experience_skills | making recommendations","Must have experience formulating business strategy, including structuring problems, completing analysis, and making recommendations"
7367,7367,webNLG,Proven experience | Experience_skills | working across departments and lines of business within large organizations,Proven experience in working across departments and lines of business within large organizations
7368,7368,webNLG,Strong proficiency | knowledge_skills | Powerpoint && Strong proficiency | knowledge_skills | Excel && Strong proficiency | knowledge_skills | MS Word,"Strong proficiency in MS Word, Powerpoint, and Excel"
7369,7369,webNLG,High | knowledge_skills | analytical capability,High analytical capability
7370,7370,webNLG,Experience | Experience_skills | using databases with a large - scale data set, Experience using databases with a large-scale data set
7371,7371,webNLG,Proficient | knowledge_skills | written and verbal communication in another European language, Proficient written and verbal communication in another European language
7372,7372,webNLG,Understanding | knowledge_areas | Caldicott Principles && Understanding | knowledge_areas | Data Protection Act 2018,Understanding of Caldicott Principles & Data Protection Act 2018
7373,7373,webNLG,Understanding | knowledge_areas | Caldicott Principles && Understanding | knowledge_areas | Data Protection Act 2018 ( GDPR ), Understanding of Caldicott Principles and Data Protection Act 2018 (GDPR)
7374,7374,webNLG,Experience | Experience_skills | delivering value and benefit to an organisation through the delivery of Business Analysis services, Experience of delivering value and benefit to an organisation through the delivery of Business Analysis services
7375,7375,webNLG,Relevant degree | Experience_skills | previous industry or risk experience being desirable,Relevant degree with previous industry or risk experience being desirable
7376,7376,webNLG,Ability | knowledge_skills | communicate at all levels && able | knowledge_skills | build and develop relationships with different stakeholders with the business,Ability to communicate at all levels and able to build and develop relationships with different stakeholders with the business
7377,7377,webNLG,An ability | knowledge_skills | produce and maintain accurate records and spreadsheets,An ability to produce and maintain accurate records and spreadsheets
7378,7378,webNLG,Ability | knowledge_skills | work as part of a team && Ability | knowledge_skills | to,Ability to work as part of a team
7379,7379,webNLG,Proficient | knowledge_skills | Excel,Proficient in Excel
7380,7380,webNLG,"Ability | knowledge_skills | ensure data accuracy , with excellent attention to detail","Ability to ensure data accuracy, with excellent attention to detail"
7381,7381,webNLG,"Experience | Experience_skills | working with systems such as Power Bi , SQL , Alteryx and similar","Experience working with systems such as Power Bi, SQL, Alteryx and similar"
7382,7382,webNLG,Ability | knowledge_skills | work quickly under pressure && Ability | knowledge_skills | remain calm, Ability to remain calm and work quickly under pressure
7383,7383,webNLG,The ability | knowledge_skills | handle a busy workload across four screens && The ability | knowledge_skills | prioritise a range of incidents, The ability to prioritise a range of incidents and handle a busy workload across four screens
7384,7384,webNLG,Ability | knowledge_skills | initiative && Ability | knowledge_skills | problem - solve and && Ability | knowledge_skills | use judgement, Ability to problem-solve and use judgement and initiative
7385,7385,webNLG,Experience | Experience_skills | using online mapping and Microsoft Office software, Experience using online mapping and Microsoft Office software
7386,7386,webNLG,Detailed knowledge | knowledge_skills | Tweetdeck ( desirable ), Detailed knowledge of Tweetdeck (desirable)
7387,7387,webNLG,Understanding | knowledge_skills | UK road networks ( desirable ), Understanding of UK road networks (desirable)
7388,7388,webNLG,passionate | knowledge_skills | your && passionate | knowledge_skills | Procurement && committed | knowledge_skills | Procurement && committed | knowledge_skills | your,"We are passionate about your development, and we are committed to supporting you in your understanding and working practice within Procurement"
7389,7389,webNLG,an understanding | knowledge_skills | procurement activities && an understanding | knowledge_areas | procurement activities,Develop an understanding of procurement activities
7390,7390,webNLG,Experience | Experience_skills | any P2P system,"Experience with any P2P system preferable (Coupa, Oracle another)"
7391,7391,webNLG,"Experience | Experience_skills | working within a retail environment , ideally carrying out live product demonstrations"," Experience of working within a retail environment, ideally carrying out live product demonstrations"
7392,7392,webNLG,Experience | Experience_skills | creating and using predictive models && Experience | Experience_skills | an insurance pricing role,Experience in an insurance pricing role creating and using predictive models
7393,7393,webNLG,Knowledge | knowledge_skills | price optimisation && Knowledge | knowledge_skills | regulatory environment, Knowledge of price optimisation and the regulatory environment
7394,7394,webNLG,##tensive understanding | knowledge_areas | modelling techniques,"Extensive understanding of modelling techniques, including GLMs and GBMs, plus a desire to push the boundaries of the applications of machine learning to insurance pricing"
7395,7395,webNLG,Proven ability | Experience_skills | a data science programming language && Proven ability | Experience_skills | Python,"Proven ability in a data science programming language, preferably Python"
7396,7396,webNLG,Thorough knowledge | knowledge_skills | Willis Towers Watson ’ s software Radar, Thorough knowledge of Willis Towers Watson’s software Radar and preferably also Emblem
7397,7397,webNLG,Proficiency | knowledge_skills | Excel && Proficiency | knowledge_skills | MS Office applications, Proficiency in Excel and MS Office applications
7398,7398,webNLG,Ability | knowledge_skills | build and maintain relationships throughout both the Pricing Department and the wider business,Ability to build and maintain relationships throughout both the Pricing Department and the wider business
7399,7399,webNLG,Experience | Experience_skills | planning and managing projects from inception to completion within business timelines,Experience of planning and managing projects from inception to completion within business timelines
7400,7400,webNLG,Capability | knowledge_skills | review and sign - off modelling projects produced by junior team members,Capability to review and sign-off modelling projects produced by junior team members
7401,7401,webNLG,A passion | knowledge_skills | sharing technical knowledge in an informative and engaging way,A passion for sharing technical knowledge in an informative and engaging way to upskill the Pricing team and build LV=‘s reputation as industry leaders in applications of machine learning
7402,7402,webNLG,Comprehensive experience | Experience_skills | Home insurance && Comprehensive experience | Experience_skills | price optimisation && Comprehensive experience | Experience_skills | Motor,Comprehensive experience of price optimisation in Motor and/or Home insurance
7403,7403,webNLG,The ability | knowledge_skills | slot into the Pricing team as a subject matter expert in your area of expertise, The ability to slot into the Pricing team as a subject matter expert in your area of expertise
7404,7404,webNLG,Experience | Experience_skills | development tools to enable teamwork and model deployment,"Experience of development tools to enable teamwork and model deployment, e"
7405,7405,webNLG,Knowledge | knowledge_areas | Agile project management processes && Knowledge | knowledge_skills | Agile project management processes,Knowledge of Agile project management processes
7406,7406,webNLG,Developing knowledge | knowledge_areas | various products the company works with && Dev | knowledge_skills | various products the company works with,Developing knowledge of various products the company works with
7407,7407,webNLG,Developing knowledge | knowledge_areas | various products the company works with && Dev | knowledge_skills | various products the company works with,Developing knowledge of various products the company works with
7408,7408,webNLG,"Experience | Experience_skills | using Microsoft Office , Word and Excel applications","Experience of using Microsoft Office, Word and Excel applications"
7409,7409,webNLG,Experience | Experience_skills | working on occupational DB pension schemes,Experience of working on occupational DB pension schemes
7410,7410,webNLG,Experience | Experience_skills | working in an office environment / customer facing role,Experience working in an office environment / customer facing role
7411,7411,webNLG,Experience | Experience_skills | working in a SQL Development or BI role, Experience working in a SQL Development or BI role
7412,7412,webNLG,ETL experience | Experience_skills | using SQL Server Integration Services ( SSIS ), ETL experience using SQL Server Integration Services (SSIS)
7413,7413,webNLG,Knowledge | knowledge_areas | Data Warehouse concepts, Knowledge of Data Warehouse concepts
7414,7414,webNLG,Degree | degree_in | quantitative field && Degree | degree_in | Computer Science && Degree | degree_in | Engineering && Degree | degree_in | Finance," Degree in Finance, Engineering, Computer Science, or quantitative field"
7415,7415,webNLG,Ability | knowledge_skills | interpret and run pre - defined processes / scripts, Ability to interpret and run pre-defined processes/scripts
7416,7416,webNLG,Ability | knowledge_skills | work with large and diverse data sets, Ability to work with large and diverse data sets
7417,7417,webNLG,Knowledge | knowledge_skills | Generally Accepted Accounting Principles ( GAAP ) && Knowledge | knowledge_areas | Generally Accepted Accounting Principles ( GAAP ), Knowledge of Generally Accepted Accounting Principles (GAAP)
7418,7418,webNLG,Knowledge | Experience_skills | applying predictive / prescriptive analytics to financial data sets, Knowledge / experience applying predictive/prescriptive analytics to financial data sets
7419,7419,webNLG,Ident | knowledge_skills | communicating this information to the wider team,Identifying and understanding pricing trends and communicating this information to the wider team
7420,7420,webNLG,"Demonstrable experience | Experience_skills | working with large , complex data sets","Demonstrable experience of working with large, complex data sets"
7421,7421,webNLG,Proficient user | knowledge_skills | analyse data,Proficient user of R to analyse data and build models
7422,7422,webNLG,Working knowledge | knowledge_skills | programming and statistical tools && Working knowledge | knowledge_skills | R / SAS && Working knowledge | knowledge_skills | Excel,"Working knowledge of programming and statistical tools, including Excel, R/SAS"
7423,7423,webNLG,Ability | knowledge_skills | build and maintain business relationships,Ability to build and maintain business relationships
7424,7424,webNLG,Experience | Experience_skills | pricing software,Experience of pricing software
7425,7425,webNLG,familiar | knowledge_skills | manual handling," Will be familiar with the ward’s fire, manual handling and C"
7426,7426,webNLG,Experience | Experience_skills | monitoring performance," Experience of monitoring performance, with the ability to analyse data in order to identify improvements and successfully implement change"
7427,7427,webNLG,Ability | knowledge_skills | buy or sell up to five days annual leave per year,Ability to buy or sell up to five days annual leave per year
7428,7428,webNLG,Experience | Experience_skills | coding in R and /," Experience with coding in R and/or Python (demonstrable in previous work experience projects, academic work etc"
7429,7429,webNLG,ability | knowledge_skills | know when to escalate issues,Have the ability to work to deadlines and know when to escalate issues
7430,7430,webNLG,excellent understanding | knowledge_skills | interactional sales processes,Have an excellent understanding of interactional sales processes
7431,7431,webNLG,excellent understanding | knowledge_skills | interactional sales processes,Have an excellent understanding of interactional sales processes
7432,7432,webNLG,Experience | Experience_skills | life && Experience | Experience_skills | financial services && Experience | Experience_areas | life and pensions && Experience | Experience_areas | financial services," Experience within financial services, preferably life and pensions"
7433,7433,webNLG,Experience | Experience_skills | working in high pressured changing environment, Experience in working in high pressured changing environment is critical to this role
7434,7434,webNLG,Experience | Experience_areas | executive level advisory consulting && Experience | Experience_skills | executive level advisory consulting," Experience of executive level advisory consulting is beneficial, but we are also looking for your experience and guidance to drive the right solution and approach for the problem at hand"
7435,7435,webNLG,Experience | Experience_skills | leading a team, Experience in leading a team
7436,7436,webNLG,Domain knowledge | knowledge_areas | banking and finance industry && Domain knowledge | knowledge_skills | banking and finance industry, Domain knowledge across banking and finance industry
7437,7437,webNLG,Experience | Experience_skills | Cloud adoption && Experience | Experience_skills | Data Visualisation && Experience | Experience_skills | IoT," Experience of Data Visualisation, IoT, Cloud adoption"
7438,7438,webNLG,Good working knowledge | knowledge_skills | Microsoft Office && Good working knowledge | knowledge_skills | intermediate Excel,"Good working knowledge of Microsoft Office, including intermediate Excel"
7439,7439,webNLG,Foundational understanding | knowledge_skills | Google Ads && Foundational understanding | knowledge_skills | Google Analytics,Foundational understanding of Google Analytics/Google Ads
7440,7440,webNLG,Ability | knowledge_skills | prioritise and manage workload effectively,Ability to prioritise and manage workload effectively
7441,7441,webNLG,Strong experience | Experience_skills | Tableau, Strong experience with Tableau
7442,7442,webNLG,Experience | Experience_areas | data quality practices, Experience data quality practices
7443,7443,webNLG,"Experience | Experience_skills | ##ing , maintaining and executing data quality rules and reporting performance && Experience | Experience_skills | author"," Experience authoring, maintaining and executing data quality rules and reporting performance"
7444,7444,webNLG,Experience | Experience_skills | producing diagrams and documents && Experience | Experience_skills | documenting data lineage and, Experience documenting data lineage and producing diagrams and documents
7445,7445,webNLG,Knowledge | knowledge_skills | workflow && Knowledge | knowledge_skills | business intelligence tooling && Knowledge | knowledge_skills | data quality tooling," Knowledge of data quality tooling, workflow and business intelligence tooling e"
7446,7446,webNLG,Experience | Experience_skills | producing && Experience | knowledge_skills | producing specifications detailing Business analysis and requirements gathering skills && Experience | Experience_skills | designing full and complete solutions && ability | knowledge_skills | interpret and align multiple stakeholders ’ requirements && Experience | knowledge_skills | designing full and complete solutions," Experience in designing full and complete solutions, producing specifications detailing Business analysis and requirements gathering skills, including the ability to interpret and align multiple stakeholders’ requirements"
7447,7447,webNLG,"focused | knowledge_skills | ensuring that our hospitals provide high quality , safe , and compassionate care && focused | knowledge_skills | building of the new Hillingdon Hospital"," We are focused on ensuring that our hospitals provide high quality, safe, and compassionate care, while we drive forward with the building of the new Hillingdon Hospital"
7448,7448,webNLG,Ability | knowledge_skills | tailor and explain analytical solutions to the audience, Ability to tailor and explain analytical solutions to the audience
7449,7449,webNLG,Ability | knowledge_skills | create impactful slide decks and dashboards, Ability to create impactful slide decks and dashboards
7450,7450,webNLG,"Ability | knowledge_skills | work effectively within an agile , activity based environment"," Ability to work effectively within an agile, activity based environment"
7451,7451,webNLG,Experience | Experience_areas | the, Experience of the financial services or insurance sector an advantage
7452,7452,webNLG,"Experience | Experience_skills | architecting and structuring data repositories , extracts and reporting data sets"," Experience of architecting and structuring data repositories, extracts and reporting data sets"
7453,7453,webNLG,Ability | knowledge_skills | demonstrate problem solving skills, Ability to demonstrate problem solving skills
7454,7454,webNLG,Previous experience | Experience_skills | Insurance && Previous experience | Experience_skills | a Consultancy / SI && Previous experience | Experience_skills | an Insurance company, Previous experience in Insurance either with a Consultancy / SI or with an Insurance company
7455,7455,webNLG,Knowledge | knowledge_areas | Scrum && Knowledge | knowledge_areas | Scaled Agile Framework ( SAFe ) && Knowledge | knowledge_areas | Agile methodologies, Knowledge of Agile methodologies such as Scrum and Scaled Agile Framework (SAFe)
7456,7456,webNLG,Deep understanding | knowledge_areas | business processes && Deep understanding | knowledge_areas | the Insurance Industry aspects technology landscape && Deep understanding | knowledge_areas | key trends," Deep understanding of the Insurance Industry aspects technology landscape, business processes, key trends"
7457,7457,webNLG,"Experience | Experience_skills | working in globally distributed team across onshore , near shore and offshore locations"," Experience of working in globally distributed team across onshore, near shore and offshore locations"
7458,7458,webNLG,"Detailed understanding | knowledge_skills | Data & Analytics solutions ( Business , Functional , Technical ) && Detailed understanding | knowledge_areas | Cloud Data Platforms && Detailed understanding | knowledge_skills | Cloud Data Platforms && Detailed understanding | knowledge_areas | Data & Analytics solutions ( Business , Functional , Technical ) && Detailed understanding | knowledge_areas | Solution architecture && Detailed understanding | knowledge_areas | design aspects && Detailed understanding | knowledge_skills | design aspects of && Detailed understanding | knowledge_skills | Solution"," Detailed understanding of Solution architecture and design aspects of Data & Analytics solutions (Business, Functional, Technical) including Cloud Data Platforms"
7459,7459,webNLG,Understanding | knowledge_areas | cloud architecture && Understanding | knowledge_skills | cloud && Understanding | knowledge_areas | technology trends && Understanding | knowledge_skills | vendor landscape && Understanding | knowledge_areas | digital drivers && Understanding | knowledge_skills | digital && Understanding | knowledge_areas | vendor landscape," Understanding of technology trends and implications on the Insurance industry, including digital drivers, cloud architecture and vendor landscape"
7460,7460,webNLG,Knowledge | knowledge_skills | the common functions in a typical Data organisation, Knowledge of the common functions in a typical Data organisation
7461,7461,webNLG,Experience | Experience_skills | common Insurance Core Platforms, Experience on common Insurance Core Platforms e
7462,7462,webNLG,Previous | Experience_areas | Insurance sector && Previous | Experience_areas | the, Previous consulting experience in the Insurance sector
7463,7463,webNLG,strong knowledge | knowledge_skills | Python && strong knowledge | knowledge_skills | Microsoft Excel / Power Point,"strong knowledge of Microsoft Excel / Power Point, along with strong data visualisation skills; knowledge of Python desirable"
7464,7464,webNLG,knowledge | knowledge_skills | sustainability factors && knowledge of | knowledge_areas | ESG && knowledge | knowledge_skills | ESG && knowledge of | knowledge_areas | sustainability factors,knowledge of of ESG & sustainability factors desirable
7465,7465,webNLG,Ability | knowledge_skills | work independently, Ability to work independently
7466,7466,webNLG,Domain knowledge | knowledge_areas | accounting && Domain knowledge | knowledge_skills | bribery && Domain knowledge | knowledge_areas | fraud && Domain knowledge | knowledge_areas | br && Domain knowledge | knowledge_skills | corruption && Domain knowledge | knowledge_skills | accounting && Domain knowledge | knowledge_skills | fraud," Domain knowledge of accounting, fraud, bribery and corruption or sector specific knowledge or experience"
7467,7467,webNLG,A background | Experience_areas | general insurance && A background | degree_in | general insurance," A background in general insurance is preferred, but not essential"
7468,7468,webNLG,Ability | knowledge_skills | work well as part of a team in a fast - paced environment, Ability to work well as part of a team in a fast-paced environment
7469,7469,webNLG,strong knowledge | knowledge_areas | risk operating models ( Credit Risk && strong knowledge | knowledge_areas | financial and," Work experience or strong knowledge of a number of risk areas, including financial and/or non-financial risk management frameworks and risk operating models (Credit Risk, Market Risk, Capital and Liquidity)"
7470,7470,webNLG,Experience | Experience_skills | digitisation," Experience or knowledge of digitisation or innovation strategies for risk management, such as the adoption of advanced analytics and modelling capabilities, or the shift to cloud native 3rd party solutions"
7471,7471,webNLG,Knowledge | knowledge_skills | the risk technology vendor landscape ( including cloud ), Knowledge of the risk technology vendor landscape (including cloud)
7472,7472,webNLG,Knowledge | knowledge_skills | Risk Reporting && knowledge | knowledge_skills | key regulatory reporting requirements ( e && Knowledge | knowledge_skills | key regulatory reporting requirements ( e && Knowledge | knowledge_areas | Risk && Knowledge | knowledge_skills | MI projects && knowledge | knowledge_areas | key regulatory reporting requirements && Knowledge | knowledge_areas | MI && Knowledge | knowledge_areas | key regulatory reporting requirements," Knowledge of Risk Reporting and MI projects, including knowledge of key regulatory reporting requirements (e"
7473,7473,webNLG,Knowledge | knowledge_skills | regulatory change programmes ( e, Knowledge of regulatory change programmes (e
7474,7474,webNLG,familiar | knowledge_skills | IT skills && good knowledge | knowledge_skills | Microsoft Products && good knowledge | knowledge_skills | manipulate and analyse data && The ability | knowledge_skills | manipulate and analyse data && familiar | knowledge_skills | manipulate and analyse data && familiar | knowledge_skills | databases && good knowledge | knowledge_skills | IT skills && good knowledge | knowledge_skills | databases," The ability to manipulate and analyse data, have good knowledge of databases, IT skills and be familiar with Microsoft Products"
7475,7475,webNLG,The ability | knowledge_skills | effectively train customers ensuring training is understood and implemented, The ability to effectively train customers ensuring training is understood and implemented
7476,7476,webNLG,The ability | knowledge_skills | build strong working relationships with investigative teams in high pressured environments, The ability to build strong working relationships with investigative teams in high pressured environments
7477,7477,webNLG,Knowledge | knowledge_areas | extremist related activity && Knowledge | knowledge_skills | terrorism && Knowledge | knowledge_skills | threat the UK faces from && Knowledge | knowledge_skills | extremist related activity && Knowledge | knowledge_areas | terrorism, Knowledge of the threat the UK faces from terrorism and extremist related activity
7478,7478,webNLG,"Ability | knowledge_skills | apply critical thinking methodologies and structured analytical techniques && Ability | knowledge_skills | deliver concise assessments which identify intelligence gaps and generate recommendations && Ability | knowledge_skills | collate , evaluate and process data for analysis"," Ability to collate, evaluate and process data for analysis, apply critical thinking methodologies and structured analytical techniques, and deliver concise assessments which identify intelligence gaps and generate recommendations"
7479,7479,webNLG,Ability | knowledge_skills | work to a high level of integrity && Ability | knowledge_skills | routinely handling Secret information," Ability to work to a high level of integrity, routinely handling Secret information"
7480,7480,webNLG,"Ability | knowledge_skills | work effectively within a strategic environment , under competing priorities"," Ability to work effectively within a strategic environment, under competing priorities"
7481,7481,webNLG,The ability | knowledge_skills | negotiate with and persuade senior personnel internally and with partner agencies, The ability to negotiate with and persuade senior personnel internally and with partner agencies
7482,7482,webNLG,Ability | knowledge_skills | evidence self - motivation && Ability | knowledge_skills | working within a team and on own initiative," Ability to evidence self-motivation, working within a team and on own initiative"
7483,7483,webNLG,Knowledge | knowledge_areas | extremist related activity && Knowledge | knowledge_skills | terrorism && Knowledge | knowledge_skills | threat the UK faces from && Knowledge | knowledge_skills | extremist related activity && Knowledge | knowledge_areas | terrorism, Knowledge of the threat the UK faces from terrorism and extremist related activity
7484,7484,webNLG,"Ability | knowledge_skills | apply critical thinking methodologies and structured analytical techniques && Ability | knowledge_skills | deliver concise assessments which identify intelligence gaps and generate recommendations && Ability | knowledge_skills | collate , evaluate and process data for analysis"," Ability to collate, evaluate and process data for analysis, apply critical thinking methodologies and structured analytical techniques, and deliver concise assessments which identify intelligence gaps and generate recommendations"
7485,7485,webNLG,Ability | knowledge_skills | work to a high level of integrity && Ability | knowledge_skills | routinely handling Secret information," Ability to work to a high level of integrity, routinely handling Secret information"
7486,7486,webNLG,"Ability | knowledge_skills | work effectively within a strategic environment , under competing priorities"," Ability to work effectively within a strategic environment, under competing priorities"
7487,7487,webNLG,The ability | knowledge_skills | negotiate with and persuade senior personnel internally and with partner agencies, The ability to negotiate with and persuade senior personnel internally and with partner agencies
7488,7488,webNLG,Ability | knowledge_skills | evidence self - motivation && Ability | knowledge_skills | working within a team and on own initiative," Ability to evidence self-motivation, working within a team and on own initiative"
7489,7489,webNLG,Experience | Experience_skills | working closely with partners both internally and from external organisations and agencies, Experience of working closely with partners both internally and from external organisations and agencies
7490,7490,webNLG,Knowledge | knowledge_skills | counter terrorism issues nationally and internationally, Knowledge of counter terrorism issues nationally and internationally e
7491,7491,webNLG,degree | degree_in | terrorism related subject, degree in terrorism related subject
7492,7492,webNLG,Knowledge | knowledge_areas | Data Protection Act && Knowledge | knowledge_skills | CPIA && Knowledge | knowledge_skills | relevant legislation && Knowledge | knowledge_areas | relevant legislation / COPs && Knowledge | knowledge_skills | MOPI && Knowledge | knowledge_skills | Data Protection Act && Knowledge | knowledge_areas | M," Knowledge of relevant legislation / COPs, including MOPI, CPIA, & Data Protection Act"
7493,7493,webNLG,Previous experience | Experience_areas | Procurement / project management analyst && Previous experience | Experience_skills | Procurement / project management analyst role,Previous experience in a Procurement/project management analyst role
7494,7494,webNLG,experience | Experience_skills | advantageous && Prior | Experience_skills | advantageous, Prior Syndicate experience is advantageous
7495,7495,webNLG,"The ability | knowledge_skills | do comprehensive reporting , alongside analysis of data is a key requirement"," The ability to do comprehensive reporting, alongside analysis of data is a key requirement for this role"
7496,7496,webNLG,Experience | Experience_skills | administering network technologies ( 1 year + ),Experience of administering network technologies (1 year +)
7497,7497,webNLG,Good knowledge | knowledge_areas | the ITIL framework,Good knowledge of the ITIL framework
7498,7498,webNLG,Experience | knowledge_areas | IT security fundamentals,Experience / understanding of IT security fundamentals
7499,7499,webNLG,Good understanding | knowledge_skills | technical,Good understanding of technical problem management being able to apply logical component failure analysis to ensure efficient and timely resolution of issues
7500,7500,webNLG,Experience | Experience_skills | middle office function && Experience | Experience_skills | equivalent control function ( desirable ),Experience in middle office function or equivalent control function (desirable)
7501,7501,webNLG,Good understanding | knowledge_skills | Financial Services / Mortgages,Good understanding of Financial Services / Mortgages / Investment products & processes (desirable)
7502,7502,webNLG,Good understanding | knowledge_skills | Asset,Good understanding of Asset and Liability management (desirable)
7503,7503,webNLG,Experience | Experience_skills | process improvement / development ( desirable ),Experience of process improvement / development (desirable)
7504,7504,webNLG,Knowledge | knowledge_skills | Alteryx && Knowledge | knowledge_skills | PowerBI && Knowledge | knowledge_skills | SQL ( desirable ),"Knowledge of Alteryx, PowerBI, SQL (desirable)"
7505,7505,webNLG,Strong understanding | knowledge_skills | risk && strong | knowledge_skills | owning issues through to resolution,Strong understanding of risk and control with a strong sense of accountability and responsibility for owning issues through to resolution
7506,7506,webNLG,able | knowledge_skills | identify issues in source data && able | knowledge_skills | manipulate information in Excel && Experience | Experience_skills | analysing large volumes of data,"Experience of analysing large volumes of data and able to manipulate information in Excel (use of Power BI, Tableau/ other data analytics tools desirable) and understand good practice to identify issues in source data and encourage accuracy of own work"
7507,7507,webNLG,Ability | knowledge_skills | quickly build contextual competence in unfamiliar topics ( e, Ability to quickly build contextual competence in unfamiliar topics (e
7508,7508,webNLG,Its expertise lies | knowledge_skills | fraud and && Its expertise lies | knowledge_skills | political risk assessments && Its expertise lies | knowledge_skills | whistle - blower allegations && Its expertise lies | knowledge_skills | asset tracing && Its expertise lies | knowledge_skills | third - party integrity screening && Its expertise lies | knowledge_skills | other bespoke engagements && Its expertise lies | Experience_skills | litigation support && Its expertise lies | knowledge_skills | investigative due diligence && Its expertise lies | Experience_skills | other bespoke engagements && Its expertise lies | Experience_skills | fraud && Its expertise lies | Experience_skills | political risk assessments && Its expertise lies | Experience_skills | asset tracing && Its expertise lies | knowledge_skills | litigation support && Its expertise lies | Experience_skills | third - party integrity screening && Its expertise lies | Experience_skills | whistle - blower allegations && Its expertise lies | Experience_skills | investigative due diligence," Its expertise lies in investigative due diligence, asset tracing, fraud and anti-corruption investigations, litigation support, whistle-blower allegations, third-party integrity screening, political risk assessments and other bespoke engagements"
7509,7509,webNLG,Knowledge | knowledge_skills | relevant research tools && Knowledge | knowledge_areas | relevant research tools && Knowledge | knowledge_skills | databases && Knowledge | knowledge_areas | databases,Knowledge of relevant research tools and databases
